Borrower_ID,Age,Annual_Income,Credit_Score,Loan_Balance,Delinquency_Status,Primary_Channel,Region,Loan_Type
UV1FICT,71,60209,686,21252,30-59,Mobile,NE,Federal
BISCW1P,59,37438,800,32392,1-29,Agent,MW,Consolidation
O6OUZ1E,60,18405,819,5085,Current,Web,NE,Consolidation
5485HCQ,40,41147,764,15003,90+,Web,MW,Federal
L1LXK68,22,56088,705,8332,60-89,Mobile,W,Consolidation
B9640RG,34,74838,626,24903,1-29,Web,S,Federal
UZ68YU3,45,41707,706,45496,30-59,IVR,W,Federal
DY4LRE7,33,43432,621,29767,30-59,Web,S,Federal
QOHN3DG,41,47283,707,28022,60-89,IVR,MW,Federal
3C07BTI,36,50418,573,2079,30-59,Web,NE,Consolidation
8DRC11E,47,64888,761,31543,Current,IVR,NE,Private
K33UFEV,43,36450,579,51488,60-89,Web,NE,Private
WX0I3A4,41,30541,700,47118,60-89,Mobile,NE,Federal
XG6OIB5,52,92554,772,38794,Current,IVR,MW,Federal
RYOHCKN,35,45299,689,16129,Current,IVR,MW,Federal
Y2B73RR,52,59697,674,8084,30-59,Agent,S,Private
EXPFSLT,62,46029,700,33814,Current,Mobile,S,Private
ZTX2KYZ,64,42673,745,41982,90+,Agent,NE,Federal
DNF4X13,65,30671,752,31057,90+,Web,MW,Federal
B2PC3Q1,53,46741,706,30352,1-29,Web,W,Federal
XLGFWMV,68,73153,597,29906,90+,Web,S,Consolidation
LULYM7Y,67,102882,638,49799,Current,Agent,MW,Private
OZIT4MM,38,12691,741,28909,90+,Web,W,Consolidation
5GG0V5D,74,62212,658,41369,90+,Web,W,Consolidation
BES81DE,37,54610,702,40111,Current,Web,NE,Consolidation
WF1TQV0,67,65053,689,42080,60-89,IVR,MW,Private
85DW1NN,63,96070,755,53158,Current,Mobile,MW,Consolidation
9DCNWMB,64,38522,747,11234,90+,Web,MW,Federal
NHFOQ0Z,47,52442,746,19236,Current,IVR,S,Consolidation
C2RRA3P,44,42739,619,8256,30-59,IVR,W,Private
WPRLPG7,29,59592,654,22011,Current,Agent,W,Consolidation
XO7I88M,18,66667,631,36430,30-59,IVR,W,Private
BLQI1N6,45,71379,663,37028,30-59,IVR,NE,Consolidation
LGIC5L3,54,69348,670,28157,30-59,Web,W,Private
OSP89UK,70,58199,669,37262,60-89,Web,NE,Private
JSSUUQO,32,56070,615,42821,30-59,IVR,NE,Private
P36KY6Y,63,89204,655,13714,60-89,Web,W,Private
VWHHOLI,59,63513,650,7111,Current,Agent,S,Federal
9KWMOGY,36,20568,676,36686,Current,Mobile,NE,Federal
6N9GYRL,67,78955,691,7617,90+,IVR,W,Private
MJJX23L,50,31520,771,21468,1-29,Mobile,W,Federal
WE3DKS4,74,78210,810,12635,90+,Web,S,Private
NJ7VBJR,42,83889,740,0,Current,IVR,W,Federal
XPESHA6,49,69328,691,36663,90+,Agent,MW,Federal
N4XXZU3,31,39816,637,36950,Current,Web,S,Private
TAR0KO3,47,40208,660,23378,Current,Web,W,Private
FKHDIU1,19,28440,696,24053,1-29,IVR,NE,Private
3M9NPK2,61,84347,600,44034,60-89,Web,W,Private
RHY1HNX,29,65204,622,33059,90+,Web,W,Private
24SMGP0,24,22245,625,39920,1-29,Mobile,W,Private
XAJI0Y6,63,59781,607,45957,30-59,Agent,MW,Consolidation
FYX0JOC,56,44655,677,36103,60-89,Mobile,S,Consolidation
N20BWD7,48,31985,809,40655,90+,Web,NE,Consolidation
ZZZ6CTE,43,26283,648,52012,90+,Mobile,W,Consolidation
F74RQVF,68,36758,656,10670,1-29,Mobile,W,Federal
NNHJ7XV,25,31936,655,6925,90+,Web,MW,Private
3T9LP2E,48,54968,698,2976,30-59,Web,MW,Federal
KTOC1YF,70,53459,700,10550,Current,Web,MW,Federal
ZV4U3BB,34,24781,620,37722,1-29,Mobile,NE,Private
L0W5RXM,30,35752,633,9741,90+,Agent,W,Private
9REDG4F,26,60805,684,29949,90+,Web,W,Private
V1QSA11,68,25035,739,39863,1-29,Web,MW,Consolidation
TMD4F9H,44,58160,648,42503,Current,IVR,W,Federal
ELKO48D,37,71043,757,0,Current,Web,S,Federal
295P1CC,64,48196,716,26102,1-29,IVR,NE,Consolidation
37VG688,23,45429,665,27722,90+,IVR,MW,Consolidation
KTAKPUX,48,59052,813,6851,30-59,Mobile,NE,Consolidation
812HNC0,28,24284,764,17498,30-59,Agent,W,Federal
839AG77,69,45965,744,0,1-29,IVR,W,Consolidation
EZWJTX3,61,42923,785,7632,Current,IVR,NE,Consolidation
G3ZJ395,29,38921,711,22952,1-29,IVR,W,Consolidation
7BMZRR4,41,59897,743,47630,1-29,Web,S,Private
JLTEIYZ,41,35997,751,24219,Current,IVR,S,Private
8CX5DNS,25,57905,680,33763,30-59,Agent,S,Consolidation
Q0X717H,36,71406,777,31991,60-89,Web,MW,Private
DX1ZFMQ,40,63980,639,27484,Current,Agent,NE,Federal
7Y1UVJY,53,95639,660,41447,Current,Agent,NE,Federal
KBP2QD6,69,51206,691,24263,1-29,Mobile,NE,Private
IJPSHOX,50,38626,609,18244,30-59,Web,W,Consolidation
PGB8IY5,39,40135,587,31420,30-59,IVR,W,Consolidation
6209C3A,19,94775,749,28112,Current,Agent,NE,Private
CXTJYRD,25,82838,760,0,1-29,Mobile,NE,Federal
OSOH5V6,52,68227,714,22801,60-89,Web,S,Private
EXIFH93,29,84854,672,0,1-29,Agent,MW,Federal
YMFVTAC,55,64534,698,26083,60-89,Mobile,S,Private
VFCMQ0O,55,32013,697,31360,30-59,IVR,S,Private
SGPAGI3,54,80666,635,42292,60-89,Web,W,Federal
AVAFIVA,18,48855,707,15122,60-89,Mobile,NE,Consolidation
FG0DJQ1,57,15756,755,0,90+,Mobile,MW,Private
7FGFP2G,23,49373,751,0,1-29,Mobile,NE,Consolidation
LLWNAK2,18,65215,767,8767,60-89,Web,NE,Consolidation
XW1TBRW,24,67740,636,36922,Current,IVR,NE,Federal
MJ1QI9M,21,46896,600,35310,90+,Agent,NE,Private
CR26UU6,28,49317,636,30953,Current,IVR,NE,Federal
MZLO9LN,42,68309,749,72401,30-59,Web,W,Private
Z4VOYBJ,33,44150,646,44236,1-29,IVR,S,Consolidation
0ISB5IQ,73,73341,660,26009,30-59,IVR,MW,Consolidation
HRZFDYX,55,74143,717,26212,60-89,Mobile,MW,Consolidation
M13O1BS,61,37975,662,27610,Current,Mobile,NE,Consolidation
H8P9LVE,20,48980,672,59337,1-29,Web,NE,Federal
Q1QU1RE,18,22252,613,7371,90+,Agent,W,Federal
KHG24A9,60,56505,656,16973,30-59,Agent,W,Federal
WCRH9LQ,72,70695,709,18933,60-89,Agent,NE,Federal
TH9IIUK,24,35004,656,8775,Current,Agent,S,Federal
KSE0APH,56,36971,541,36706,90+,Mobile,S,Federal
CJQ427U,55,47715,716,25370,60-89,Mobile,MW,Federal
Q7AR42D,19,31761,638,29713,90+,Mobile,NE,Private
YRMG97P,46,53877,601,22281,60-89,Agent,NE,Private
NSM9HWG,64,12000,778,25904,Current,IVR,NE,Private
1ZR7KQ9,32,55361,624,30073,1-29,Agent,NE,Federal
T3W5UZB,54,74126,759,24500,1-29,Agent,W,Consolidation
LYF6NXX,35,70415,707,38528,90+,Mobile,S,Consolidation
1Y4YHGA,53,69836,666,23747,30-59,IVR,W,Consolidation
MTZ1FPR,66,24713,734,0,30-59,IVR,W,Federal
GQGV8H0,53,37901,747,25111,30-59,Web,MW,Private
JPMLNL7,33,58093,689,23938,30-59,Mobile,NE,Federal
BFUK9E1,37,36017,632,25212,Current,IVR,S,Consolidation
Y0JHPBG,18,12000,705,51275,1-29,Mobile,MW,Consolidation
EMTSWAA,73,57736,622,19001,1-29,Mobile,S,Consolidation
X2HK5GY,31,27601,645,29960,60-89,IVR,S,Federal
U7EGPNN,56,70889,724,18188,1-29,Web,MW,Consolidation
U49A9OP,20,39370,749,40389,1-29,IVR,S,Private
GGHKHE1,45,30777,653,5998,90+,Agent,S,Private
YPL1OUC,61,76016,687,8059,60-89,IVR,MW,Federal
92XPI86,18,52594,738,0,1-29,Web,NE,Federal
0TB81OU,46,69088,767,19486,90+,Web,W,Consolidation
NKXKBEF,60,49404,650,27360,1-29,Mobile,MW,Federal
9UWHTC4,48,53291,707,47118,Current,Agent,W,Private
32AN417,71,52893,689,44913,90+,Mobile,NE,Consolidation
5R8IST0,73,59726,682,9675,Current,IVR,MW,Private
ICXBR8I,72,71602,656,75839,Current,Mobile,MW,Consolidation
C72EQ8A,22,30533,726,31840,90+,IVR,W,Federal
5FG3MLO,75,50347,719,24067,30-59,Mobile,NE,Federal
YT1R9GG,52,53890,682,38584,1-29,IVR,S,Consolidation
VXPJ4HN,70,57194,678,1166,90+,Agent,MW,Private
76RWR3S,47,85079,684,33028,90+,IVR,NE,Federal
KE0QC96,29,70023,650,9001,60-89,IVR,MW,Federal
PAHRX7B,69,47109,653,55602,90+,Web,W,Consolidation
8BW69ZM,74,27451,729,45241,1-29,IVR,MW,Consolidation
EYREHKX,56,12000,689,47153,60-89,Agent,S,Federal
EZRAD8E,49,27253,696,44807,1-29,Mobile,S,Private
0ZO9VCE,21,79771,644,25719,90+,Web,NE,Consolidation
DT7U6CL,30,90510,643,8783,1-29,IVR,W,Consolidation
E58F3OB,34,20643,739,98271,30-59,Web,NE,Consolidation
2RA81RX,38,65463,746,62624,1-29,Agent,S,Private
ZXDF0NS,21,92343,749,5963,1-29,IVR,MW,Private
JUXVMFQ,61,85245,690,21633,90+,IVR,NE,Federal
57NZ3A8,41,54432,660,42031,90+,Web,S,Consolidation
TE1EL8I,52,63651,580,51901,30-59,Agent,NE,Consolidation
V9FAA4Q,71,60338,728,30766,Current,Mobile,NE,Federal
K5OGZ2U,66,80773,619,35113,30-59,IVR,W,Federal
MJ22OIG,58,88729,697,25222,90+,Web,S,Private
H4VJXOT,50,77363,683,20295,60-89,IVR,MW,Consolidation
K8I174L,65,101038,709,36088,Current,Mobile,S,Federal
V2UXSSL,28,59462,638,56380,60-89,Agent,W,Private
MQX5GGO,60,84162,625,23013,1-29,Web,S,Consolidation
ZSJQ77Z,20,102417,695,23008,Current,Agent,S,Private
PCKBQRG,28,70548,646,57109,Current,Agent,NE,Private
0NE6YIW,34,60845,790,0,Current,Web,W,Consolidation
U7JHQDX,34,63283,736,19131,1-29,IVR,S,Private
I74KZT2,43,104685,699,46653,Current,Agent,W,Federal
4T0KZXG,60,56689,640,37380,90+,Mobile,NE,Consolidation
5WSU536,67,74917,707,36258,30-59,IVR,S,Private
88SUKE8,55,78673,685,9093,60-89,Web,S,Consolidation
H40DPMX,36,58849,646,63237,30-59,Web,S,Federal
ZVR8VBY,58,64613,737,17390,90+,Mobile,W,Private
7D835KU,71,45251,654,11536,30-59,Agent,W,Consolidation
Z5ZPXEG,70,29344,833,14891,Current,Mobile,MW,Consolidation
YHRQG3I,31,64391,674,29059,Current,Web,NE,Consolidation
AP3JFW7,57,63913,766,65059,60-89,IVR,MW,Federal
EMG7IZ2,58,29765,778,28683,90+,IVR,S,Federal
A30KK9J,66,49943,698,20336,1-29,IVR,MW,Private
1BKJGSE,75,58542,710,19500,1-29,Web,NE,Consolidation
JESPS8Q,66,51595,716,47543,60-89,Agent,S,Private
SSJHMOT,48,45106,635,11753,60-89,IVR,MW,Private
IRL481X,36,65349,727,32427,30-59,Web,S,Private
DA24MKS,29,79680,785,33272,Current,Mobile,MW,Consolidation
EBMQPJB,27,80857,646,56746,90+,IVR,NE,Private
VPXD06J,38,35329,672,23604,90+,Mobile,W,Federal
G42H5ZX,49,55988,601,29507,60-89,Agent,NE,Consolidation
VW5OXIO,49,44115,650,35805,Current,Agent,W,Private
1WL2I4B,55,12000,588,29353,30-59,IVR,MW,Private
60P0HZW,64,12000,724,31689,Current,Mobile,MW,Private
SY6GPE3,50,76057,805,16084,90+,Agent,S,Private
BAVOTVZ,32,48748,653,19388,60-89,Agent,NE,Private
NIOLOAQ,18,92964,694,45774,Current,Web,W,Private
O79H4HA,37,35797,627,34344,Current,Agent,W,Consolidation
ERI8D5S,72,35552,508,65266,60-89,Mobile,S,Consolidation
3FNXTIW,59,48043,707,37712,60-89,Agent,MW,Private
NCRJAV6,26,42516,596,17935,30-59,Agent,MW,Private
O7DUG8P,24,45090,602,4803,90+,IVR,MW,Consolidation
XKMLMK4,35,35924,582,16052,90+,Agent,S,Private
CNIL847,38,34234,619,36486,30-59,Mobile,MW,Private
2L16YBO,31,23064,617,15046,90+,Mobile,NE,Consolidation
EI7K8EV,50,21737,713,57812,1-29,Web,MW,Private
FQSDQ26,28,42956,557,9977,30-59,Agent,MW,Private
TRQINDA,69,19913,585,21878,30-59,Agent,NE,Federal
3V47XOL,30,35092,667,32816,Current,Web,NE,Consolidation
6FWRONB,33,55156,751,41149,Current,Mobile,W,Private
FOMJOQJ,28,23627,686,48724,30-59,Mobile,NE,Federal
5KUPFKQ,23,80439,617,32948,60-89,Web,NE,Private
BVUM9BU,31,53784,668,19423,60-89,Web,NE,Federal
LCEZH82,63,42258,742,44691,Current,Web,NE,Private
2WZOIV1,74,45539,640,50014,60-89,Agent,NE,Federal
BFKBFFA,20,72290,775,45765,90+,Web,W,Private
78P0TWB,22,42391,589,2136,90+,Web,NE,Private
PGEY18J,72,76754,784,9096,60-89,IVR,S,Consolidation
947XKJQ,55,51863,611,37931,90+,Web,NE,Consolidation
LU3NDZ3,31,47088,670,24678,90+,Mobile,MW,Private
1CJFX5L,53,12000,708,35184,30-59,Web,S,Consolidation
109ZDO0,67,99917,700,50594,Current,Agent,W,Federal
UUPGNIF,42,69493,559,24747,30-59,Agent,W,Federal
OWNX23V,75,45269,520,18958,60-89,IVR,W,Consolidation
82SALJR,58,52457,618,24968,90+,Agent,NE,Federal
4O8LYEC,50,68247,572,23768,30-59,Mobile,NE,Private
X8DY3PW,67,33746,700,4253,1-29,Agent,W,Private
6BCPWEI,28,66200,698,65969,Current,Mobile,NE,Private
NUUN4TJ,26,49676,735,49738,30-59,Web,S,Federal
R821UZV,43,62507,745,11482,Current,Mobile,MW,Federal
GBPADUS,47,68979,681,53301,1-29,Agent,W,Federal
TMBAOD5,29,12000,614,17374,60-89,Web,W,Consolidation
8389214,33,46164,585,38807,60-89,Mobile,W,Consolidation
ZKG84YN,39,81701,688,43892,90+,Web,W,Federal
2CKNIQ7,44,24808,706,34461,1-29,Agent,NE,Consolidation
FVX9PD3,24,87876,603,11178,90+,Web,W,Consolidation
15TT2JW,22,31948,727,31816,60-89,Web,NE,Consolidation
BOVB1ZJ,56,56669,647,41097,Current,IVR,MW,Federal
8P8PCGN,73,52935,670,3230,30-59,Web,S,Federal
NVOKEYN,36,92535,658,17329,1-29,Web,NE,Federal
LYYZZ0J,30,22312,697,31049,1-29,Web,NE,Consolidation
JHOJALB,44,67288,647,27932,Current,Agent,MW,Consolidation
ICVLK6T,24,62946,534,23105,60-89,Web,MW,Private
4N6QROL,36,20409,702,13205,Current,Agent,MW,Federal
JK4SMTW,49,51103,736,9824,30-59,Web,S,Federal
XDW0YCY,70,54106,651,24830,30-59,Agent,MW,Private
LF65J1V,38,36199,678,40800,30-59,IVR,S,Federal
4CZOVFV,42,76624,565,0,30-59,Mobile,MW,Consolidation
QJ3IZBT,26,58489,598,3333,30-59,Agent,MW,Consolidation
I4X6G1E,55,65258,572,41860,30-59,Web,MW,Federal
TXCB48Y,46,87834,681,15144,1-29,Web,S,Consolidation
HS7XM7I,53,49571,689,50691,90+,Agent,S,Private
QCAUE1H,52,42232,702,37804,30-59,Web,MW,Consolidation
YYSM4YY,27,72764,586,39449,60-89,Mobile,W,Consolidation
61N7FDR,33,52911,734,18004,90+,Web,W,Federal
BDW56FK,40,40787,729,45905,60-89,Web,NE,Federal
8D0MZHR,39,56359,752,12180,60-89,Mobile,W,Federal
1G0R6W6,31,82693,665,53125,Current,Mobile,S,Federal
1M6U2LL,22,72289,731,36771,1-29,Web,S,Consolidation
PMZ6387,52,41542,686,28368,Current,Agent,W,Private
3I6WTL0,72,67587,710,16104,1-29,Agent,NE,Private
5Z0WEE8,59,49849,647,3221,60-89,Mobile,NE,Private
WYX9TRF,63,45805,702,19089,1-29,IVR,S,Consolidation
8UMNW6L,58,21508,742,16904,60-89,IVR,MW,Consolidation
24G1IQ3,34,12000,648,40532,Current,Agent,S,Federal
JYITRZR,36,25005,617,8471,60-89,IVR,MW,Consolidation
MGOLOQC,73,43076,686,23538,60-89,Agent,NE,Federal
INPFGOM,37,65579,714,16081,60-89,Agent,W,Federal
3XZ6OLB,63,57790,669,45944,90+,Mobile,MW,Consolidation
D2Q4DB2,68,38817,744,0,30-59,Agent,W,Federal
UHZ1GV0,42,49155,642,8040,Current,Mobile,S,Consolidation
67DXLSE,56,57295,654,34502,60-89,IVR,W,Private
N31372V,20,50912,766,38555,90+,IVR,NE,Private
VUDQZG2,37,12000,729,33655,60-89,Mobile,S,Private
T26YS44,50,31844,718,42269,Current,IVR,MW,Private
GGMINUD,51,56513,727,41090,1-29,Web,MW,Consolidation
GKPLRGG,30,33610,677,24573,30-59,Mobile,S,Private
X6KDD49,39,91622,725,24322,Current,Agent,W,Consolidation
A1IOPRA,43,61245,667,2700,Current,IVR,W,Private
66CNOLJ,30,18969,733,15276,Current,IVR,S,Federal
1R1Y9CC,36,55667,747,43272,Current,Agent,W,Private
9UZA9QV,49,16448,684,0,Current,IVR,NE,Federal
VGUW6YZ,24,70386,674,25867,60-89,Mobile,MW,Private
3GMEFG9,70,92270,801,42846,Current,Web,NE,Private
0BD4AQB,45,96633,610,715,1-29,IVR,NE,Private
T16MIGO,53,24769,690,28136,30-59,Mobile,NE,Federal
XF7JXJN,59,76654,677,6635,30-59,IVR,W,Private
U2EB0T4,51,54306,666,0,60-89,IVR,W,Consolidation
2ZQYJM3,21,53081,642,0,60-89,Mobile,W,Private
S2LYM9V,24,43837,736,32896,60-89,Agent,S,Consolidation
QDBXVH7,72,49658,705,3019,60-89,IVR,NE,Private
1TRBXAZ,71,21814,727,34781,90+,Mobile,W,Consolidation
OHNJYPO,48,59896,618,295,30-59,Web,W,Federal
00H2K2P,47,46242,747,0,30-59,Web,S,Consolidation
V5IPBXM,23,60309,730,37463,1-29,IVR,S,Federal
9847MVO,21,58849,810,13752,90+,Mobile,NE,Federal
HFAKGPP,52,18971,595,33802,60-89,Web,MW,Consolidation
07UJ4FQ,65,44608,614,29334,60-89,Agent,MW,Federal
1PTXGSR,45,89881,603,14674,90+,Web,NE,Consolidation
2HOQ5E7,56,43036,652,55321,90+,Web,NE,Consolidation
F2K1XER,43,24482,631,20701,30-59,Agent,NE,Federal
4K88K68,41,30431,716,31804,60-89,Web,S,Consolidation
TEQ3CYF,34,81429,680,55318,60-89,Mobile,NE,Private
TQPQ4BW,20,63927,603,33571,60-89,Agent,MW,Federal
J0VYSD3,43,26396,743,43306,1-29,Web,MW,Private
B7R3OCW,41,51773,683,39687,Current,IVR,W,Private
L2LD05N,19,48096,681,0,Current,Mobile,S,Consolidation
UY5BFYG,21,72672,691,30236,Current,Web,S,Private
IEW12WB,27,16345,527,36844,60-89,Mobile,S,Consolidation
F7DIVZG,30,22483,698,24794,90+,Web,NE,Consolidation
SP7QFQ9,41,26151,706,18262,60-89,Agent,W,Consolidation
UNEI5NC,43,74945,674,0,1-29,Mobile,W,Consolidation
K1D8NRU,64,12000,741,27557,Current,Mobile,MW,Consolidation
KH8VXPS,37,33804,599,26400,30-59,Mobile,S,Federal
NC7M1VK,67,51136,663,10016,30-59,Agent,NE,Federal
PKXVHAG,23,12000,638,43311,Current,Web,W,Private
BMJXMIK,37,12375,735,20070,90+,Mobile,W,Consolidation
9W4UOV5,66,29053,576,8937,60-89,Web,W,Consolidation
UIECHZS,20,38961,684,44463,60-89,IVR,W,Private
4M1TRPU,48,27551,715,39563,Current,IVR,W,Private
AC2EXVA,47,38267,704,22646,1-29,IVR,NE,Federal
XOLXCY6,25,49894,665,10035,90+,Agent,NE,Federal
URUDO4C,71,53332,468,50172,90+,IVR,S,Consolidation
YEE2ABG,34,32814,620,48822,30-59,Mobile,W,Private
6S1GIGU,72,32718,583,43088,60-89,IVR,MW,Private
PXWE7R4,27,85863,742,32744,60-89,Agent,S,Consolidation
IG6UO3Z,23,78454,762,31126,30-59,Mobile,W,Consolidation
65Q2EFH,63,36092,670,39924,Current,Mobile,W,Consolidation
6OY77G6,19,37304,664,18125,30-59,Mobile,MW,Private
MDX52F7,38,58751,787,20400,30-59,Web,NE,Federal
7BZEGBL,37,103326,731,47969,Current,IVR,W,Private
6LESTL7,33,66675,779,24070,Current,IVR,MW,Federal
7MOU3DN,39,59408,603,16495,60-89,Mobile,S,Federal
MFQTNDY,65,38951,697,73135,Current,Web,S,Consolidation
JN7C41Q,68,27687,732,29511,60-89,Agent,NE,Federal
X5BT8ZE,70,35703,672,34383,90+,IVR,W,Federal
BLCQZJ8,23,29854,653,20940,90+,Agent,S,Private
F6FU547,30,96434,666,28821,Current,Mobile,MW,Private
DPBHSAH,46,56716,604,0,30-59,Mobile,NE,Consolidation
N8WWIIF,24,44900,616,8386,60-89,Agent,S,Consolidation
8JP3HTN,50,75985,612,29454,30-59,Web,MW,Private
F9AWRZV,32,26471,673,5399,Current,Agent,W,Consolidation
3YJ6KL9,63,78107,743,12455,60-89,Agent,S,Private
5NMTVZ2,34,104648,653,69866,1-29,Agent,MW,Federal
RQNTJVU,75,63520,755,56915,1-29,Mobile,W,Consolidation
YELDAUG,71,29035,616,53425,60-89,Mobile,W,Consolidation
NB4GH2M,55,23650,606,29251,30-59,Agent,S,Private
DQ5WB27,58,16711,711,51501,1-29,IVR,MW,Consolidation
SW5EJR9,49,47503,758,30085,Current,IVR,NE,Federal
0ZVQLQP,62,63359,677,17972,60-89,IVR,S,Private
VWIEB97,55,49229,707,4680,1-29,Mobile,NE,Federal
6QSTTGI,54,39986,608,11545,60-89,Web,NE,Private
J8IJUMD,27,51354,744,0,30-59,IVR,W,Federal
ZQXIWE6,68,61569,628,24512,1-29,Web,MW,Consolidation
WLPTPOM,27,68254,650,46033,1-29,Web,W,Consolidation
VNQFSTY,57,58668,652,5250,90+,Agent,W,Consolidation
LF43RSA,24,73931,675,25375,1-29,Agent,NE,Private
OLQ54WF,21,75689,715,16707,1-29,IVR,MW,Consolidation
D2SMD7K,63,78580,785,26181,Current,Web,W,Private
QPNJI8F,74,69309,608,37463,90+,Agent,W,Federal
YVPAGAU,52,83073,659,6873,30-59,Web,S,Private
6QNG8DZ,73,71119,665,720,30-59,IVR,S,Private
3D7JI6I,20,43127,754,29443,1-29,IVR,MW,Federal
DBFWYJX,46,64800,639,1309,60-89,Agent,NE,Consolidation
B2PN4U6,46,28601,743,20268,30-59,IVR,W,Private
U15OS8I,52,38991,694,36332,30-59,IVR,S,Consolidation
9IY4X41,73,88687,777,19472,Current,IVR,MW,Federal
QN15IKP,41,61722,783,38830,1-29,IVR,MW,Consolidation
EZ19YEI,74,34171,632,14879,30-59,IVR,W,Private
YRH62E2,60,77188,604,40040,30-59,Agent,NE,Federal
B9YNZ51,50,82690,595,36550,30-59,IVR,MW,Consolidation
OL5U7NT,67,44455,598,12387,30-59,IVR,NE,Private
3PCL1S2,38,48504,608,28913,30-59,Mobile,S,Private
VOBVOLI,57,66452,713,48778,30-59,IVR,W,Federal
779460K,69,72307,799,33066,30-59,Web,W,Private
5NLZL7H,58,90527,775,5190,Current,Web,W,Private
F4AKDNA,56,56538,708,33007,90+,Mobile,S,Federal
VHG9P01,23,38542,686,7915,Current,Agent,W,Federal
H6T1NTM,61,38888,698,24938,1-29,Agent,NE,Consolidation
Y1LI8AR,57,29678,655,53066,30-59,Agent,NE,Private
EUPZ4SB,29,35138,702,31511,60-89,Web,W,Private
XEK0Q92,50,95225,647,14293,Current,Mobile,NE,Federal
MC07LBL,55,69774,637,37337,30-59,Agent,NE,Private
DTOOHUA,61,76132,782,18699,1-29,Web,S,Private
OH9K4C8,61,80830,760,26343,Current,Mobile,MW,Private
EMRUYP0,27,70071,695,0,1-29,IVR,MW,Consolidation
JQ6FX7X,25,38120,688,0,Current,IVR,NE,Federal
6W32VAA,67,86676,687,36940,90+,IVR,MW,Private
OFN1R4K,73,45282,642,31761,1-29,IVR,W,Private
55V6J9R,47,49289,723,42312,60-89,Web,S,Private
7EY3TPE,45,35940,733,43908,30-59,IVR,MW,Consolidation
17A8RNX,71,45113,689,43877,30-59,IVR,W,Federal
F4LTYYT,55,39671,689,0,90+,Web,NE,Federal
6RPKI9T,71,60121,568,39958,60-89,IVR,W,Private
WER8ZDX,45,43433,700,7202,60-89,Mobile,MW,Federal
WF8KPQP,69,54141,748,2729,Current,Mobile,W,Private
V6443KT,21,39810,639,16322,Current,Agent,NE,Consolidation
176C1K0,32,32016,708,37107,Current,Web,S,Consolidation
2ABKVBL,52,58174,680,0,Current,Web,NE,Consolidation
80NR53F,73,12000,668,0,30-59,IVR,MW,Consolidation
NTDR5XY,33,43478,758,45372,60-89,Web,S,Consolidation
HD6OI9D,34,17003,743,54916,30-59,IVR,NE,Consolidation
ONSRHDV,49,23770,737,835,60-89,IVR,NE,Consolidation
JOSCT8O,71,29909,746,30478,1-29,Web,S,Private
5GZPL1Q,51,61146,637,26594,Current,Agent,NE,Private
BQONVW8,45,66914,667,15980,1-29,Web,W,Consolidation
2O655W5,27,27589,714,39880,Current,Mobile,NE,Private
Z0XV6DD,44,62880,611,30291,60-89,Agent,W,Consolidation
Y4V8CQD,35,37657,672,63644,90+,Agent,S,Federal
HNTCVL0,45,67904,672,44250,30-59,Mobile,NE,Federal
04YHRPW,68,30670,633,38320,30-59,Agent,W,Federal
5R5SSXR,23,60279,711,36722,90+,IVR,NE,Consolidation
EEP2R61,64,32942,664,442,Current,Agent,W,Private
QTJQMUZ,43,37111,725,36530,30-59,Mobile,MW,Federal
SB65MZC,25,38404,694,29969,90+,Mobile,MW,Federal
AYCDY1Q,39,81812,558,45631,30-59,Web,NE,Federal
3VPF9PA,59,58513,739,563,60-89,Web,S,Private
9MQ11PH,59,36956,707,11193,1-29,IVR,MW,Federal
XZN96UE,21,62317,732,42768,1-29,Agent,MW,Federal
IE8MYLA,22,54098,623,5150,1-29,Web,MW,Private
82511VS,52,48272,706,58096,90+,IVR,S,Private
85ZD7SC,44,44547,700,55656,Current,Agent,S,Consolidation
7IYGC9G,19,52855,731,36804,60-89,Mobile,W,Private
4PB9M9W,39,58090,770,26208,30-59,IVR,MW,Private
Z8043JJ,18,87104,657,15500,1-29,Agent,S,Federal
P35T54G,33,61068,650,29601,Current,Web,NE,Consolidation
1YGLVXF,38,24268,731,8884,Current,Web,S,Consolidation
YFB8CX9,20,42626,718,16558,90+,Agent,NE,Consolidation
NJKA34M,74,43276,683,29226,Current,Mobile,MW,Federal
4B0A4SK,70,45727,782,44519,30-59,IVR,S,Private
SAO2QWK,74,62364,717,34733,90+,Agent,W,Federal
A5U6HC3,64,38744,690,30353,Current,IVR,NE,Private
01811NA,66,51446,688,34659,60-89,Web,W,Consolidation
DMC2RH2,57,67510,600,0,30-59,IVR,MW,Federal
D5EQY08,18,53292,678,39213,60-89,Web,NE,Federal
ZORXVJM,59,20564,716,44300,60-89,IVR,W,Private
GUWYH36,49,68168,761,10163,Current,Mobile,W,Federal
HGQK820,52,47712,663,29367,30-59,Web,NE,Private
O0A89JP,67,47719,732,28903,1-29,IVR,MW,Federal
78ZOHEO,43,44957,685,37713,60-89,IVR,NE,Private
8C4AG1Q,22,40650,652,43243,30-59,Mobile,MW,Consolidation
Z3NX39R,72,70577,779,76640,60-89,Mobile,W,Federal
ZTWXOL4,24,59270,712,58315,Current,Mobile,S,Private
S11Q01Y,62,71522,694,34690,30-59,Agent,MW,Consolidation
W739V57,72,44229,626,15737,60-89,Web,S,Private
