Borrower_ID,Age,Annual_Income,Loan_Balance,Credit_Score,Monthly_Payment_Amount,Amortization_Ratio,Engagement_Recency,Delinquency_Status,Region,Primary_Channel,Loan_Type,SAVE_Tranche
85C5O3H,31,57406,56191,529,158,102.0,<30d,Current,MW,Web,Consolidation,T8
Z0T10RV,43,58254,71169,681,214,111.9,Never,60-89,S,IVR,Consolidation,T3
7K5WL5B,42,71733,82424,686,212,101.6,1-12mo,Current,NE,Web,Consolidation,T7
BIPCYMO,52,44936,812,690,6,103.4,Never,Current,NE,Web,Federal,T5
V1XNXET,34,70244,61075,626,0,109.0,1-12mo,90+,MW,Web,Consolidation,T3
RMXM9L0,29,24730,50383,725,594,101.3,Never,30-59,S,Agent,Consolidation,T4
IIYDLX9,62,35283,37870,664,444,109.6,Never,90+,S,Web,Federal,T1
REMR5RV,48,67387,6006,633,350,106.5,Never,30-59,W,Mobile,Consolidation,T2
9VALVKS,55,56282,7916,691,148,99.9,1-12mo,Current,NE,Web,Federal,T7
CLRWIXY,48,36543,24911,685,249,114.3,>1yr,30-59,MW,Mobile,Federal,T3
7YV2MFB,22,96841,65845,693,172,102.4,>1yr,Current,MW,Web,Consolidation,T6
VLAD8PB,63,68488,59721,739,139,114.3,Never,30-59,S,IVR,Federal,T3
2LI4T6W,33,26672,22592,800,137,101.2,1-12mo,Current,S,IVR,Consolidation,T7
IKTG69B,24,56486,58273,731,0,100.4,<30d,1-29,MW,IVR,Federal,T8
SMS098V,63,34049,791,669,133,113.5,>1yr,60-89,NE,Mobile,Federal,T3
Q65N30N,55,94300,30093,712,0,95.2,Never,Current,MW,Mobile,Consolidation,T5
YS0SWLL,36,61902,38193,643,86,103.4,Never,Current,MW,Mobile,Federal,T5
YG4HUMA,62,83660,48316,811,466,97.9,<30d,90+,NE,IVR,Consolidation,T4
LI03UK8,31,68196,54301,646,0,112.8,Never,30-59,S,Mobile,Federal,T3
YB98XWF,54,32998,54328,666,174,106.0,>1yr,30-59,NE,Agent,Federal,T6
9V7BOZI,42,41456,47842,591,326,114.7,<30d,60-89,S,Agent,Federal,T2
9UYY52S,25,59398,16807,685,139,111.2,<30d,30-59,S,Web,Consolidation,T3
ZNW16CO,32,53589,63187,625,358,98.6,Never,90+,W,IVR,Consolidation,T4
P0RKTZX,66,57753,43511,765,264,114.8,Never,30-59,NE,Agent,Federal,T2
8T5DGCL,23,66164,42679,769,9,112.3,>1yr,60-89,MW,Agent,Consolidation,T3
8BR19FQ,33,82061,44498,515,252,95.0,<30d,Current,S,Web,Federal,T4
IYZAAOY,66,77027,55759,646,411,98.5,>1yr,30-59,MW,Agent,Federal,T4
V1W8OBG,53,50282,28699,710,26,109.1,<30d,60-89,MW,IVR,Consolidation,T3
OFSA01J,30,70930,24764,732,159,100.3,<30d,Current,NE,IVR,Consolidation,T8
TJDJCN7,45,68370,31696,662,188,97.6,>1yr,Current,S,Agent,Federal,T6
W53AGO5,51,52516,32745,652,95,106.1,<30d,90+,NE,Agent,Federal,T8
XQD7PJM,35,15000,43310,704,185,105.2,1-12mo,60-89,MW,Agent,Consolidation,T7
IWZRHDW,47,83702,49168,621,138,104.4,>1yr,Current,NE,Mobile,Consolidation,T6
VW0J7UY,30,75793,61188,658,465,109.5,>1yr,90+,W,Agent,Federal,T1
XO0Q91F,68,50417,54260,667,89,98.8,<30d,Current,S,Mobile,Consolidation,T8
86U5GPC,43,59313,72103,666,89,99.4,>1yr,Current,W,IVR,Federal,T6
0URBCJO,46,54695,46931,704,376,112.0,1-12mo,60-89,NE,Web,Federal,T2
2H6YIA6,23,62986,3916,673,403,99.1,1-12mo,30-59,W,Agent,Consolidation,T4
W0FMCAV,58,39549,45682,712,170,112.6,<30d,30-59,MW,Web,Consolidation,T3
GNRQVYF,61,34843,74506,704,53,97.0,Never,Current,S,IVR,Federal,T5
4QUS462,38,44312,55949,689,23,111.5,<30d,90+,NE,Web,Consolidation,T3
GR08DAD,62,60023,80362,719,112,101.3,1-12mo,1-29,NE,Mobile,Consolidation,T7
1HR8I41,65,83773,46151,668,189,103.3,>1yr,Current,MW,Web,Consolidation,T6
4G1MIAX,52,33668,60623,596,191,106.8,Never,60-89,NE,Web,Consolidation,T5
KOQVNW5,42,38851,66922,664,236,101.2,<30d,Current,MW,Mobile,Federal,T8
ZSILOIC,42,49228,60795,678,15,109.1,1-12mo,30-59,MW,Agent,Consolidation,T3
2P0WIU4,25,24186,56280,730,172,105.2,>1yr,30-59,W,Agent,Consolidation,T6
USHLNJJ,41,29971,22022,570,249,110.2,Never,90+,NE,Web,Consolidation,T3
QC86CUB,47,83134,32359,578,220,96.0,1-12mo,Current,W,Web,Federal,T7
IP5NOFG,42,52615,44591,723,229,102.3,1-12mo,Current,W,Web,Federal,T7
MQEGOC8,69,73475,949,701,369,97.5,Never,90+,MW,IVR,Consolidation,T4
WZ5Z7WI,32,69456,11084,617,0,98.9,Never,1-29,W,Agent,Consolidation,T5
ZZAWZQB,65,15000,31316,613,0,104.0,<30d,Current,NE,Web,Consolidation,T8
ZSEPAH2,24,43118,46480,607,75,100.1,1-12mo,Current,W,IVR,Federal,T7
NVAO7NJ,26,50076,0,766,0,96.6,<30d,Current,NE,IVR,Consolidation,T8
YHQVB7M,48,62149,34537,672,0,102.5,>1yr,1-29,MW,IVR,Consolidation,T6
U1JJ02E,35,67930,684,600,203,104.9,1-12mo,1-29,W,Web,Consolidation,T7
6SV24IL,40,15000,78465,650,369,95.2,Never,30-59,W,Mobile,Federal,T4
4Y7NLW1,44,83335,59104,684,210,98.3,Never,1-29,NE,Agent,Consolidation,T5
C89CF9D,34,52065,4032,638,109,104.3,Never,Current,W,Mobile,Consolidation,T5
EZS5J2Z,38,75535,55099,738,187,107.9,Never,30-59,MW,Web,Consolidation,T5
UCEAK2Y,60,81614,38553,596,455,108.8,Never,30-59,W,Mobile,Federal,T1
OATX59X,45,35767,0,671,272,100.6,>1yr,Current,W,Web,Consolidation,T4
XPUNZOK,53,85911,64353,681,416,107.6,1-12mo,90+,S,Mobile,Federal,T2
HSCWV1M,27,55179,63378,713,158,104.1,<30d,1-29,W,Agent,Consolidation,T8
ZH4KPYB,29,68875,53619,662,72,113.5,<30d,90+,S,Mobile,Federal,T3
IFLBLWS,60,31255,37826,706,342,101.3,<30d,30-59,S,Mobile,Consolidation,T4
T7D9OGA,32,58514,36068,711,10,102.9,>1yr,Current,MW,Mobile,Consolidation,T6
CJU7BG4,40,62907,38702,677,230,100.7,<30d,Current,NE,Mobile,Federal,T8
DTN4PB9,67,32800,122836,589,155,111.6,<30d,60-89,MW,Mobile,Consolidation,T3
6NU527Q,34,73593,44932,728,343,110.6,<30d,90+,MW,Mobile,Consolidation,T2
YPBKL11,39,43630,52881,677,444,114.2,Never,60-89,NE,IVR,Consolidation,T1
3S20JJG,68,52202,0,694,74,108.5,Never,30-59,W,Mobile,Federal,T3
9FP9FPZ,40,79138,82921,669,0,107.3,>1yr,60-89,MW,Agent,Federal,T6
QGSUU0Q,44,36597,33782,748,181,101.1,>1yr,1-29,MW,Web,Consolidation,T6
M86H4MB,24,87432,77201,761,170,110.1,Never,90+,NE,Web,Federal,T3
N92F5MA,50,52948,46481,600,45,114.0,<30d,30-59,W,Agent,Federal,T3
8W1TK7S,32,82883,53376,708,165,110.0,<30d,30-59,NE,Agent,Federal,T3
HCTGQL5,40,47853,29175,619,276,111.2,1-12mo,30-59,S,Mobile,Federal,T2
WYCD5Z9,54,62101,25491,699,244,102.7,>1yr,1-29,W,Mobile,Consolidation,T6
YVBRJUQ,51,60050,15809,720,331,100.0,<30d,90+,W,Web,Federal,T4
0WAPZ5Z,30,47280,33896,674,166,102.0,1-12mo,1-29,W,Agent,Federal,T7
OA97IOM,34,65311,29929,671,441,111.7,1-12mo,60-89,MW,Mobile,Consolidation,T2
IFWMVBQ,34,74950,75595,695,224,97.8,Never,Current,MW,IVR,Federal,T5
V6HJIQN,69,43569,55788,757,129,113.4,Never,90+,W,IVR,Consolidation,T3
23Z5SZ2,46,27384,53042,553,491,101.6,Never,30-59,S,Web,Consolidation,T4
BGGU7K3,52,65308,40994,656,140,104.6,<30d,Current,S,Agent,Consolidation,T8
203X6OJ,48,30294,20080,654,225,114.0,<30d,30-59,S,Web,Consolidation,T3
NIZ8IFG,52,61727,67062,818,168,105.8,>1yr,90+,W,Mobile,Consolidation,T6
FENY7M2,40,68254,81948,733,161,112.9,<30d,60-89,MW,Agent,Federal,T3
4MJEQJ2,40,55842,27402,629,220,108.4,>1yr,30-59,NE,Agent,Federal,T3
V488DPG,68,61887,25369,616,424,103.6,<30d,60-89,W,Web,Consolidation,T4
222F8E9,47,83563,68775,743,0,100.5,1-12mo,1-29,S,IVR,Federal,T7
7Q2QDOD,59,36773,43072,829,325,114.8,<30d,90+,W,Agent,Consolidation,T2
DZT0YF5,58,56563,16557,602,0,105.6,1-12mo,30-59,W,IVR,Federal,T7
AZDPHBW,47,75449,36398,629,293,112.3,<30d,30-59,W,Agent,Consolidation,T2
PQSF4LV,53,30453,41202,651,385,96.7,Never,30-59,MW,Agent,Federal,T4
F9KRI9K,39,15000,33068,609,0,98.0,1-12mo,Current,S,Web,Consolidation,T7
OCKFMXG,24,61570,25280,632,148,104.3,<30d,Current,NE,IVR,Consolidation,T8
BGTNILK,28,44829,40037,706,386,107.5,<30d,30-59,W,Web,Consolidation,T2
EBFV3ZD,32,64319,28453,689,310,102.0,1-12mo,90+,S,Mobile,Consolidation,T4
LH9M9JC,32,47326,44070,672,592,102.0,1-12mo,90+,MW,IVR,Federal,T4
AXSF84E,70,76293,16170,720,278,105.8,Never,30-59,W,Agent,Federal,T2
FBJ0M16,70,49040,50956,709,402,112.8,<30d,30-59,W,Agent,Federal,T2
1V3AU0S,37,53255,64874,523,250,104.2,<30d,1-29,NE,IVR,Consolidation,T8
W4TJQQM,38,54890,32097,782,0,97.6,Never,1-29,S,Agent,Federal,T5
1B7BFRP,35,55503,70315,785,104,106.5,Never,60-89,NE,Mobile,Consolidation,T5
E8DBFRU,29,51917,16705,651,0,97.8,Never,Current,S,Agent,Consolidation,T5
O5L5RPZ,60,68619,12896,593,178,108.9,<30d,30-59,W,IVR,Consolidation,T3
IXD6U9B,34,15000,54013,687,126,109.6,<30d,30-59,W,IVR,Federal,T3
AXAV7QD,27,79794,35292,651,0,102.7,1-12mo,Current,W,IVR,Federal,T7
OWGRYK0,51,39275,40442,692,0,107.2,1-12mo,30-59,NE,Mobile,Consolidation,T7
4U52ZYD,31,62413,57306,679,129,106.9,Never,60-89,W,Web,Federal,T5
USTU80D,54,36918,61772,643,160,100.7,1-12mo,1-29,MW,Web,Federal,T7
RSLZIRI,50,64676,47046,701,0,105.3,>1yr,60-89,S,IVR,Federal,T6
7DZM92R,66,91298,40089,721,173,101.6,<30d,Current,W,IVR,Federal,T8
YUDYZP8,35,18808,76028,636,155,95.9,1-12mo,1-29,MW,IVR,Consolidation,T7
VOILVZC,45,32212,47115,643,77,107.2,Never,30-59,MW,Web,Federal,T5
49I9PPV,26,55935,30020,675,0,108.7,Never,30-59,W,Mobile,Consolidation,T3
9MN17JN,54,29779,57340,749,154,108.5,Never,60-89,MW,Web,Consolidation,T3
XGMHXWI,50,31743,44378,677,256,106.0,1-12mo,90+,S,Mobile,Consolidation,T2
HLA33FR,55,74900,67382,732,515,99.5,1-12mo,60-89,NE,Web,Consolidation,T4
U95A91S,65,55842,76822,656,0,98.9,<30d,Current,NE,Mobile,Federal,T8
J3NX9LT,24,45798,50871,804,310,100.9,>1yr,60-89,MW,IVR,Consolidation,T4
88IYJKC,69,77810,67113,775,28,97.0,<30d,Current,S,Web,Consolidation,T8
8YWH3EW,53,51530,34513,704,336,99.1,Never,30-59,S,IVR,Federal,T4
P365NUL,37,100444,43025,667,286,98.1,Never,Current,W,Mobile,Federal,T4
GAHETLA,40,46097,53375,557,220,107.8,1-12mo,30-59,S,Agent,Federal,T7
NWC9E7J,29,15000,71747,689,125,104.5,>1yr,Current,S,IVR,Consolidation,T6
1QGDA0U,42,15000,33507,737,104,96.6,<30d,1-29,MW,IVR,Federal,T8
R1MWX8N,63,88622,72204,755,394,99.1,1-12mo,30-59,NE,Agent,Consolidation,T4
2GZBQPU,39,69405,76084,698,237,100.2,<30d,Current,S,Mobile,Federal,T8
ZXDCNGP,34,42631,55584,559,401,105.2,>1yr,90+,NE,IVR,Federal,T2
WUAQWLY,60,77398,75208,816,356,105.6,Never,30-59,W,Agent,Consolidation,T2
P8HHHUO,67,48970,51250,637,199,96.7,<30d,Current,NE,IVR,Federal,T8
XCLLYM4,47,23385,37139,697,135,114.6,Never,30-59,S,IVR,Federal,T3
0EIO1FZ,37,62334,66384,762,148,109.5,1-12mo,60-89,NE,Agent,Federal,T3
DGR5CD0,35,26830,96752,711,173,114.2,<30d,60-89,W,Web,Federal,T3
H7EKPOH,33,15175,46214,704,213,98.5,<30d,Current,MW,Web,Federal,T8
SUW47QC,40,32622,26266,595,623,111.8,<30d,60-89,W,Web,Consolidation,T2
SV3GL1P,23,72020,52066,660,233,100.6,1-12mo,Current,S,Web,Consolidation,T7
OXHZ1XS,67,67559,35127,658,254,98.5,<30d,1-29,S,Mobile,Federal,T4
K2JLBI7,50,22515,52225,557,186,101.9,1-12mo,1-29,W,Agent,Federal,T7
DB6CPA3,45,82670,76264,761,246,98.5,1-12mo,Current,W,Mobile,Federal,T7
X8RMBB7,38,43856,39574,821,254,99.1,>1yr,Current,MW,Mobile,Federal,T4
BJ1UQ1A,43,29219,40493,685,0,109.8,>1yr,90+,S,IVR,Consolidation,T3
X6GSGL7,59,24079,35621,719,94,105.8,Never,30-59,W,Agent,Federal,T5
BTQALLV,43,54220,58034,716,265,104.2,Never,Current,W,Mobile,Federal,T4
MXQ5P6U,52,25546,47717,688,187,109.0,1-12mo,60-89,NE,Web,Federal,T3
6B3T08L,41,40728,11578,689,290,101.2,Never,Current,MW,IVR,Federal,T4
5PXLORA,68,74855,52594,725,143,112.2,>1yr,60-89,S,Agent,Federal,T3
WEHRDYT,57,39515,42271,712,357,103.7,>1yr,60-89,MW,IVR,Federal,T4
EGCZ8N0,40,79321,44805,683,0,99.6,1-12mo,Current,W,Mobile,Federal,T7
G2L0D99,67,67143,31180,806,0,108.3,>1yr,30-59,MW,Mobile,Federal,T3
EC64YK6,43,51614,2719,678,66,99.8,Never,Current,S,IVR,Consolidation,T5
ZY7BGAJ,42,67118,56459,694,211,99.2,1-12mo,Current,MW,Web,Federal,T7
OLI1DZK,66,68648,71479,641,68,111.1,<30d,90+,W,Agent,Consolidation,T3
INOX1FN,49,61144,25673,486,264,97.8,>1yr,Current,NE,Web,Consolidation,T4
OCRB67S,27,64124,24712,609,297,107.4,Never,30-59,NE,Agent,Consolidation,T2
TIY9FZJ,61,54896,47442,686,66,114.8,>1yr,60-89,W,Agent,Consolidation,T3
KBQVDW2,47,33259,0,671,41,98.2,>1yr,Current,S,IVR,Consolidation,T6
WM8QSKD,57,63932,87503,625,183,103.9,<30d,Current,MW,Mobile,Federal,T8
923R83F,47,38050,65565,773,301,106.5,<30d,30-59,MW,Agent,Consolidation,T2
B6Y8I9U,27,64935,35173,726,355,107.2,1-12mo,60-89,NE,Agent,Consolidation,T2
PZ2WKAI,44,39930,65083,752,370,114.0,1-12mo,30-59,MW,Agent,Federal,T2
LOMXU5W,38,63553,28855,609,191,101.6,1-12mo,Current,NE,Agent,Federal,T7
P377A21,58,51388,72042,749,101,111.7,1-12mo,30-59,NE,IVR,Consolidation,T3
KJEDYD3,41,45582,36752,695,274,107.3,1-12mo,60-89,MW,Web,Federal,T2
UX7CH1W,39,57902,28302,711,412,114.4,<30d,30-59,MW,IVR,Federal,T2
N4VW68E,48,69768,62985,586,194,112.6,<30d,60-89,MW,Mobile,Consolidation,T3
X5YXT0T,54,35461,47303,602,0,106.8,<30d,60-89,S,Agent,Federal,T8
WMDBJU1,63,74252,18293,697,4,111.4,>1yr,60-89,NE,Agent,Consolidation,T3
SZ675S1,29,67870,60795,694,0,99.4,>1yr,Current,S,Agent,Consolidation,T6
T8T9DOB,31,61321,46733,675,187,104.5,<30d,Current,MW,IVR,Consolidation,T8
KTJJDC6,26,79304,49409,652,137,105.4,<30d,30-59,NE,IVR,Consolidation,T8
KPGD7N7,22,33631,120263,674,441,102.1,1-12mo,60-89,W,Web,Federal,T4
A57C5TB,60,34133,50879,675,456,108.6,1-12mo,60-89,MW,Web,Federal,T2
IPW3UY7,23,71924,10802,748,304,112.8,<30d,60-89,S,Mobile,Federal,T2
TBCKMY4,42,53270,70889,682,187,96.2,<30d,Current,NE,IVR,Federal,T8
ZSOOSE3,36,62550,41293,721,0,107.2,Never,90+,W,IVR,Federal,T5
NDL83E2,60,77765,69787,641,186,108.9,>1yr,30-59,S,Web,Consolidation,T3
RIRRIKA,22,51491,58737,727,124,114.8,>1yr,30-59,MW,Web,Consolidation,T3
SYIYV19,40,39711,10622,699,109,109.0,>1yr,60-89,W,Web,Federal,T3
80IBAZ2,61,68642,56984,627,281,111.3,Never,30-59,MW,Mobile,Consolidation,T2
4O77IT5,69,32840,70070,800,23,114.4,Never,30-59,MW,Agent,Consolidation,T3
S8H4UW4,23,38141,60246,589,69,112.5,1-12mo,90+,NE,Mobile,Consolidation,T3
LLLLDTK,39,65179,22920,586,433,105.1,<30d,30-59,MW,IVR,Consolidation,T2
AGJO7ZJ,50,51041,58198,744,163,98.8,>1yr,Current,NE,IVR,Federal,T6
1KSFMOB,65,37199,37332,764,266,99.1,<30d,Current,S,Web,Consolidation,T4
D8F5CBD,48,29528,81800,704,544,114.2,>1yr,90+,W,Web,Federal,T1
NNTCVUZ,43,61146,18826,669,0,106.4,>1yr,90+,MW,Agent,Consolidation,T6
CP8F7PD,67,61844,22751,691,564,107.7,>1yr,60-89,MW,Agent,Federal,T2
3GIF8QS,57,15000,41293,702,68,100.3,>1yr,Current,W,IVR,Federal,T6
NHRORG2,52,54146,62607,737,18,96.8,>1yr,Current,W,Web,Federal,T6
JBH6N9I,57,57548,99951,677,233,106.0,1-12mo,30-59,S,Agent,Federal,T7
0RTEGIS,30,26951,50024,516,54,98.8,Never,Current,MW,Mobile,Federal,T5
ZYX8LVN,51,60025,53172,829,72,108.8,Never,60-89,S,Web,Consolidation,T3
Y32CONH,51,46703,68090,765,7,95.4,1-12mo,Current,S,Mobile,Federal,T7
93VCE0N,34,67479,67689,676,585,108.4,>1yr,30-59,S,Agent,Federal,T1
6ZGX99H,22,53564,46532,791,300,103.6,<30d,Current,NE,Web,Federal,T4
CVDYMU9,28,15000,29511,692,75,97.2,>1yr,Current,MW,Mobile,Consolidation,T6
OL57AMA,61,50054,46153,719,67,101.1,Never,Current,MW,Agent,Consolidation,T5
OD7BABA,53,82544,27322,682,0,102.2,<30d,1-29,S,Mobile,Federal,T8
0UBO6LV,68,56678,42726,777,297,113.9,Never,60-89,MW,IVR,Federal,T2
A1RS030,39,50029,51082,645,534,97.5,<30d,30-59,S,Mobile,Federal,T4
N4FRL61,69,25889,38778,681,0,95.4,1-12mo,Current,W,Web,Federal,T7
OXMI0HY,60,64046,66890,629,619,112.1,>1yr,30-59,NE,Mobile,Federal,T1
99Q0XMR,60,78299,31053,775,250,98.0,>1yr,Current,NE,Web,Consolidation,T6
H4KU76V,48,64543,65540,707,59,97.4,<30d,Current,W,Web,Federal,T8
VF69CB0,31,52017,27876,697,0,103.4,1-12mo,1-29,MW,Web,Consolidation,T7
WMY9GY2,50,48899,83553,704,252,112.4,Never,60-89,MW,Web,Federal,T2
GCSGXVW,65,52685,48104,636,253,109.9,>1yr,30-59,W,Web,Consolidation,T2
G7FCQK6,54,83003,63834,663,232,108.4,Never,30-59,W,Web,Consolidation,T3
AGMJMAN,67,42571,42721,591,0,104.9,1-12mo,Current,NE,IVR,Consolidation,T7
47XYKVB,45,77763,49969,799,265,112.0,>1yr,30-59,NE,Web,Consolidation,T2
BD9GJDV,68,71904,29950,686,95,100.5,Never,Current,W,IVR,Federal,T5
FNU4KTJ,64,42188,69575,676,140,112.0,1-12mo,60-89,S,Mobile,Consolidation,T3
U95MTSF,33,66416,35340,672,292,95.0,<30d,Current,S,IVR,Consolidation,T4
E4HDB0R,64,65475,5281,640,267,102.1,1-12mo,Current,NE,Web,Consolidation,T4
H1YDDIS,49,44780,69382,741,49,100.0,1-12mo,Current,S,IVR,Consolidation,T7
NWCUC31,67,60256,43787,795,22,108.6,>1yr,30-59,W,Agent,Federal,T3
ADEQ73A,44,63690,22277,726,373,104.9,Never,30-59,MW,Mobile,Federal,T4
C5Y3CHJ,45,53402,68096,656,102,114.2,>1yr,60-89,MW,IVR,Federal,T3
OH2DXVL,27,45914,49544,721,122,106.9,1-12mo,30-59,MW,Web,Consolidation,T7
06GFQKR,27,62978,34913,817,359,95.6,>1yr,30-59,S,Web,Federal,T4
CMRTE2S,67,65373,39492,665,272,111.5,>1yr,60-89,NE,Mobile,Federal,T2
U7J2F2B,26,51023,31596,723,385,109.8,<30d,30-59,W,Mobile,Federal,T2
VZEIDKP,59,85954,38776,674,290,114.6,Never,90+,MW,Mobile,Federal,T2
T82Q26S,31,46692,49219,656,438,114.3,<30d,60-89,MW,IVR,Consolidation,T2
H87V5GW,26,74715,40614,662,0,99.6,1-12mo,1-29,NE,Mobile,Consolidation,T7
M4TUU1K,37,65960,58916,712,112,107.1,1-12mo,30-59,NE,IVR,Consolidation,T7
31NO4XB,60,70603,5936,730,477,102.9,>1yr,90+,MW,Web,Federal,T4
J4H7F4S,51,46746,82878,655,340,103.1,<30d,90+,W,IVR,Consolidation,T4
JZMYQEF,67,42992,73438,734,167,97.4,1-12mo,Current,W,Mobile,Consolidation,T7
JSB4NPX,44,54998,51422,572,346,102.0,1-12mo,30-59,NE,Mobile,Federal,T4
7MAUB8Z,52,109124,91321,636,365,113.5,<30d,30-59,MW,Agent,Federal,T2
7I1VWTO,59,68739,9799,573,321,113.6,Never,30-59,NE,Agent,Federal,T2
GSNZEC6,70,72378,0,670,164,107.5,>1yr,30-59,NE,Mobile,Federal,T6
O0IETCR,57,98849,26213,682,110,103.9,Never,1-29,W,IVR,Federal,T5
XW1IJLG,46,61130,61742,576,381,99.7,<30d,60-89,MW,Agent,Federal,T4
9N04O67,52,60125,87327,818,257,111.9,1-12mo,60-89,W,IVR,Consolidation,T2
4PQ4PA4,27,76909,82024,650,308,96.0,1-12mo,30-59,W,IVR,Federal,T4
CEL788L,63,52521,57332,698,76,111.4,Never,60-89,NE,IVR,Federal,T3
94YYJ7V,50,56000,33477,665,180,95.3,>1yr,Current,MW,Agent,Federal,T6
JEB1392,64,74755,66894,769,127,102.2,>1yr,Current,NE,IVR,Consolidation,T6
CTM8WPF,45,44209,0,662,0,107.9,Never,30-59,NE,Agent,Federal,T5
H98S5Z0,63,44002,3741,737,251,107.6,<30d,90+,NE,Web,Federal,T2
35Z7ND1,55,59424,46848,703,0,103.4,1-12mo,1-29,MW,Web,Federal,T7
FASA7YG,59,69549,48359,718,159,99.6,1-12mo,Current,W,Agent,Consolidation,T7
3Z39BC0,56,42373,86029,483,0,101.9,<30d,Current,S,Mobile,Federal,T8
BYRWLVD,51,55690,55166,681,201,95.0,>1yr,Current,MW,Agent,Federal,T6
RJ1MA3K,47,94593,66514,850,328,105.7,Never,90+,NE,Agent,Consolidation,T2
O8KY7A7,37,106283,11604,819,137,106.9,1-12mo,30-59,NE,Web,Federal,T7
5XVEHT5,40,66505,20269,581,38,106.8,1-12mo,30-59,S,IVR,Consolidation,T7
5XF2M76,27,65347,33938,627,292,98.4,1-12mo,Current,NE,Web,Federal,T4
5TPALY3,46,25664,43599,635,418,106.4,<30d,60-89,NE,IVR,Federal,T2
1YWWE3O,61,26608,23456,748,238,95.6,>1yr,1-29,NE,Web,Federal,T6
ZBU1PG2,50,77397,19930,625,242,110.9,1-12mo,30-59,NE,Agent,Federal,T3
J71C09L,36,73538,4345,598,185,103.0,<30d,Current,MW,IVR,Consolidation,T8
FROEC2U,64,44955,62584,678,388,114.0,1-12mo,60-89,NE,IVR,Consolidation,T2
RMNA16Q,64,28047,69339,709,0,114.4,>1yr,60-89,NE,Agent,Consolidation,T3
WVY9DVY,36,65238,67763,569,0,96.4,<30d,Current,S,IVR,Consolidation,T8
HMK5ITA,38,54760,51466,725,99,101.1,<30d,Current,S,Web,Federal,T8
GUFGE9A,69,64300,28975,570,378,108.8,>1yr,60-89,NE,IVR,Federal,T1
8EGKKZ3,67,23713,21298,665,226,98.7,<30d,Current,S,IVR,Federal,T8
OUGIC66,62,67643,72330,533,120,108.5,1-12mo,30-59,NE,Mobile,Consolidation,T3
PSX59UV,56,49644,60270,670,168,102.8,>1yr,Current,NE,Mobile,Federal,T6
DD6YDB3,64,16642,78496,692,60,97.5,>1yr,Current,W,Mobile,Federal,T6
RPU6B3I,47,80757,11543,697,247,106.8,>1yr,30-59,S,IVR,Consolidation,T6
FP8T973,64,30249,63637,666,142,113.2,Never,60-89,S,Web,Federal,T3
H2UQNWV,66,43891,58135,634,333,100.5,Never,30-59,W,IVR,Federal,T4
H5IQZ27,25,57747,60741,665,210,102.3,1-12mo,Current,NE,Agent,Federal,T7
Q3QWHET,41,68836,19178,616,340,102.2,Never,60-89,NE,Agent,Consolidation,T4
R8DHSK0,52,54916,65994,702,317,105.3,Never,30-59,NE,Mobile,Consolidation,T2
0H7VVHX,52,35329,60870,740,32,99.1,>1yr,Current,W,Agent,Federal,T6
A4T2LUF,27,92673,19295,676,79,114.7,<30d,30-59,MW,Mobile,Consolidation,T3
4HGDHSA,46,53012,36113,747,183,102.4,>1yr,Current,W,Agent,Consolidation,T6
PGX3IFP,38,32035,56132,591,0,112.4,1-12mo,30-59,NE,Agent,Consolidation,T3
FI3AANN,56,56114,49717,642,446,100.8,>1yr,90+,MW,Agent,Federal,T4
3T3MCIM,69,15000,40998,779,211,107.8,1-12mo,90+,S,IVR,Federal,T7
9NLBZ2E,61,109418,75067,616,218,111.4,>1yr,30-59,W,IVR,Consolidation,T3
CUVOU4I,59,49140,34177,697,528,101.4,1-12mo,60-89,S,Agent,Consolidation,T4
JENB2AC,47,15000,64459,653,430,101.7,1-12mo,30-59,MW,Web,Federal,T4
1V14NYD,50,37115,52163,785,277,95.7,>1yr,1-29,W,Agent,Federal,T4
GPM96HL,25,46994,0,684,158,107.8,<30d,90+,S,IVR,Consolidation,T8
IPIR0Y2,57,44632,80628,642,133,99.1,>1yr,1-29,MW,IVR,Consolidation,T6
EZE41QJ,34,72479,38667,648,282,110.0,1-12mo,30-59,NE,IVR,Federal,T2
ORT1JMM,51,64145,58075,707,302,98.7,1-12mo,60-89,W,Web,Consolidation,T4
TYGL59C,32,86928,14913,814,349,105.8,<30d,30-59,W,Agent,Consolidation,T2
Y5I3AGI,33,48328,48154,621,70,103.5,1-12mo,Current,S,Mobile,Consolidation,T7
XHRMPKT,37,50075,59982,730,0,101.1,>1yr,Current,NE,Mobile,Consolidation,T6
W4M26EY,46,35156,30193,718,24,102.9,Never,Current,S,IVR,Federal,T5
0D6ZXTM,44,55028,0,593,388,103.4,<30d,60-89,NE,Agent,Consolidation,T4
FODRJE0,27,53048,16004,669,412,101.3,>1yr,30-59,NE,Agent,Consolidation,T4
4R3BX69,43,41852,39403,649,111,96.4,>1yr,Current,S,Web,Consolidation,T6
HVAF121,59,59598,23943,820,289,111.4,Never,30-59,NE,IVR,Consolidation,T2
VNDDCS3,54,56061,69956,611,41,107.7,1-12mo,30-59,MW,IVR,Federal,T7
4QWULJ2,66,71676,54457,602,85,112.7,<30d,60-89,NE,Web,Federal,T3
KFPM528,30,53576,33302,730,152,113.1,<30d,60-89,W,IVR,Consolidation,T3
